# 2017-02-28 19:03:39.626
#
# origin = GSFC Planetary Spectrum Generator, Villanueva et al.
#
       wave             fluxd
 1.69666644  2.1574360695e-12
1.697294835 2.21795449673e-08
1.697923463 4.64443545797e-09
1.698552324 2.16054014258e-09
1.699181417 8.12848628571e-10
1.699810744 9.32010804169e-10
1.700440303 1.04026785242e-09
1.701070096 7.71096190308e-10
1.701700122 2.05694681355e-10
1.702330381 5.62555010239e-09
1.702960874 1.35408546833e-09
  1.7035916 4.42074754049e-10
 1.70422256 1.49302427345e-09
1.704853753 4.01674691911e-09
1.705485181 1.24580521081e-09
1.706116842 4.59237631147e-10
1.706748737  1.4148821858e-09
1.707380866 4.39246641985e-10
 1.70801323 9.86626362717e-10
1.708645827 2.80700218346e-10
1.709278659 1.29285800699e-08
1.709911725 1.49752882035e-09
1.710545026 2.53205125577e-09
1.711178561 2.41990562716e-09
1.711812331 1.70212933804e-10
1.712446335 5.97281366344e-10
1.713080575 1.74737692102e-09
1.713715049 1.74832429929e-09
1.714349758 1.22917085226e-09
1.714984703 1.51499454694e-09
1.715619882 2.12528530454e-09
1.716255297 6.38467514334e-09
1.716890947 2.50733015451e-09
1.717526832 8.61729806143e-10
1.718162954 4.95814677473e-09
 1.71879931 2.34069703105e-09
1.719435903 5.46332496907e-09
1.720072731 1.38999421964e-09
1.720709795 1.27817419052e-10
1.721347095 2.05066565257e-09
 1.72198463 2.29499349466e-08
1.722622403 2.37744806896e-08
1.723260411 3.32843161747e-09
1.723898655 4.34105900698e-09
1.724537136 4.66853954123e-09
1.725175854 1.37819238953e-10
1.725814808  6.3803132107e-09
1.726453999 5.47177063443e-09
1.727093426 2.70281616247e-09
 1.72773309 5.30885374172e-09
1.728372991 5.83188706525e-09
 1.72901313 1.46349356601e-09
1.729653505 6.05704750765e-09
1.730294117 4.27542174711e-09
1.730934967 2.60583687292e-09
1.731576054 2.05367534405e-09
1.732217378 1.07495308218e-08
 1.73285894 2.64490967598e-09
 1.73350074 9.66493980001e-10
1.734142777  9.6069447628e-09
1.734785052 1.40727731937e-09
1.735427565 2.05930874622e-09
1.736070316 3.83616307595e-08
1.736713305  3.1274974101e-08
1.737356532 4.01578640458e-09
1.737999998 2.69245119485e-08
1.738643702 2.44052593294e-09
1.739287644 1.00779633699e-09
1.739931824 1.50964625649e-08
1.740576243 2.39735297605e-07
1.741220901 1.38312238847e-07
1.741865798 6.62606643492e-08
1.742510933 6.98885979124e-09
1.743156308  3.9744056234e-10
1.743801921 9.91146298021e-09
1.744447774 7.51663993234e-07
1.745093866 1.59404902054e-07
1.745740197 1.28110328107e-07
1.746386767 2.05055390291e-07
1.747033577 2.06041811611e-07
1.747680627 7.06117405728e-08
1.748327916 2.77802171063e-10
1.748975444   4.793631078e-07
1.749623213 1.69031502545e-07
1.750271222 2.03806837729e-08
 1.75091947 4.12105953279e-08
1.751567959   1.425394562e-06
1.752216688 2.89393476416e-07
1.752865657 2.50050468675e-07
1.753514867 3.97268045026e-07
1.754164317 6.86645276786e-07
1.754814007 2.45276244764e-06
1.755463938 3.75120245632e-07
 1.75611411 4.21641427083e-08
1.756764523 1.24096040023e-07
1.757415176 9.11718050819e-07
1.758066071 1.76833807821e-06
1.758717206 4.00641236388e-07
1.759368583 4.81690640125e-09
1.760020201  6.2782324738e-10
 1.76067206 3.83381261557e-08
1.761324161 8.34520130524e-07
1.761976503 1.15376326098e-07
1.762629087 3.19951092267e-07
1.763281913 2.35989162743e-08
 1.76393498  4.9435032464e-09
1.764588289 1.22209881329e-07
1.765241841  1.0215176616e-06
1.765895634 1.55140709076e-08
1.766549669 1.39001653222e-08
1.767203947 1.81121335041e-06
1.767858467 6.26844552945e-07
1.768513229 8.23292435009e-07
1.769168234 7.52614986496e-07
1.769823482 2.83771998794e-08
1.770478972  1.1397119652e-08
1.771134705 3.26906581705e-08
1.771790681 2.72047106284e-06
1.772446899  9.0260143205e-07
1.773103361 9.76556857106e-09
1.773760066 4.21118385608e-07
1.774417014  1.6858328649e-06
1.775074206 2.05807117148e-07
1.775731641 4.38233120342e-06
1.776389319 2.15600468869e-07
1.777047241 4.95026281746e-07
1.777705407 4.10782217315e-07
1.778363816 2.25734439884e-06
1.779022469 6.40883756364e-08
1.779681367 5.67393865958e-09
1.780340508 4.18471059852e-10
1.780999893 1.53597493544e-08
1.781659523  2.2997866339e-07
1.782319397 1.19166197581e-07
1.782979515   4.483367137e-07
1.783639878 4.70399064479e-06
1.784300485 2.01616364019e-08
1.784961337 1.86206321183e-08
1.785622434 2.22415823445e-09
1.786283776 5.34147406244e-08
1.786945362 1.02777347736e-06
1.787607194 1.37579606704e-07
1.788269271 1.16335444433e-07
1.788931593 2.89578614792e-08
 1.78959416 6.41573278392e-09
1.790256973 6.19628971299e-06
1.790920031 2.36191546234e-06
1.791583334 2.88495045911e-08
1.792246884 1.79086912066e-09
1.792910679 2.00114022223e-08
 1.79357472 7.06302272553e-07
1.794239007 1.01581621483e-08
 1.79490354 3.82745981969e-07
1.795568319 3.68027108135e-06
1.796233344 8.01673871103e-08
1.796898616 1.66151521404e-06
1.797564134 2.52461707404e-06
1.798229898 7.25456676599e-07
1.798895909 8.43515212156e-07
1.799562167 1.02386253197e-07
1.800228672 1.02631602413e-07
1.800895423 2.72908905576e-07
1.801562421 1.24634262486e-07
1.802229667 6.47199693356e-07
1.802897159  2.1736393775e-06
1.803564899 1.52374133853e-06
1.804232886 2.05953945947e-06
 1.80490112 1.58760080473e-07
1.805569602 1.70261919976e-08
1.806238332 6.18148008309e-07
1.806907309 8.42443690743e-07
1.807576534 9.02000119726e-08
1.808246006 5.19338652814e-07
1.808915727 2.91966830299e-07
1.809585696 1.36277158852e-08
1.810255913 2.15602038405e-07
1.810926378  3.7271226265e-07
1.811597092 3.64939766284e-07
1.812268053 1.77863466904e-08
1.812939264 2.01660008955e-06
1.813610723  1.5007249079e-07
 1.81428243  1.1245270821e-06
1.814954387 1.93491824789e-07
1.815626592 5.44347481633e-08
1.816299047 1.47321925845e-08
 1.81697175 2.91549473612e-09
1.817644702 6.01376920994e-08
1.818317904 2.16578162056e-06
1.818991355 6.10985921378e-07
1.819665056 3.98210732204e-07
1.820339006 1.03642789675e-06
1.821013205  1.2444434745e-06
1.821687655 1.68822851129e-07
1.822362354 3.31526009226e-07
1.823037303 1.35411311471e-07
1.823712502  1.7792578607e-07
1.824387951 2.95043786942e-08
 1.82506365 1.58579931154e-06
  1.8257396 1.06432384391e-07
1.826415799 2.74075263391e-06
 1.82709225 1.15052313737e-07
1.827768951 1.25323595633e-07
1.828445902 5.90295889887e-07
1.829123104  3.1355141926e-06
1.829800557 3.73445669365e-08
1.830478261 1.92672362915e-06
1.831156216 2.38729691069e-06
1.831834422 3.89604911004e-08
1.832512879 1.12564502782e-06
1.833191588 5.90835949761e-06
1.833870548 3.13832569049e-08
1.834549759 1.36329366625e-07
1.835229222 1.30797203584e-05
1.835908936 1.49201818055e-07
1.836588903 1.25644205466e-05
1.837269121 6.04066089554e-08
1.837949591 4.10386992326e-05
1.838630313 1.94301186265e-07
1.839311287 2.55746101052e-08
1.839992513 9.20271188258e-05
1.840673992 3.52839177042e-06
1.841355723 8.28282794571e-08
1.842037707 6.39304433137e-05
1.842719943 7.91393265614e-06
1.843402432 5.13067508981e-07
1.844085174 1.88863508716e-06
1.844768168 2.00783534114e-06
1.845451416 4.68289503803e-08
1.846134916 7.21779939809e-07
 1.84681867 4.37698200442e-06
1.847502677 0.000208955970685
1.848186937 0.000136206145165
1.848871451 4.26427793812e-05
1.849556218 5.59665884718e-06
1.850241239 6.48354195826e-07
1.850926513 1.94086441694e-05
1.851612041 2.63866651603e-06
1.852297824 9.31185060069e-07
 1.85298386 0.000147510157678
 1.85367015 4.66557018099e-09
1.854356695 0.000350679704825
1.855043494 1.41650884881e-06
1.855730547 1.21840929538e-08
1.856417854 2.33146760558e-07
1.857105416   0.0004042236725
1.857793233 1.27901484736e-05
1.858481305 6.65256237046e-06
1.859169631  9.5365944391e-08
1.859858213 0.000792824988422
1.860547049 6.49379783097e-06
 1.86123614 0.000147678130202
1.861925487 2.47010007832e-08
1.862615089 6.90454215325e-08
1.863304947 1.21203692161e-06
 1.86399506 5.23815982944e-07
1.864685428  2.0906147039e-05
1.865376052 1.79666758143e-07
1.866066932 1.60654996896e-05
1.866758068 1.05169358794e-05
 1.86744946  0.00023677458481
1.868141108 2.24214716522e-05
1.868833012 9.10873602326e-08
1.869525173 0.000227001403614
1.870217589 6.64223546747e-07
1.870910263 2.37547066932e-05
1.871603192 6.98148061694e-05
1.872296379 1.54603051462e-05
1.872989822 0.000328131504463
1.873683522 0.000231911418891
1.874377479 9.55022441358e-05
1.875071692 2.55987003388e-06
1.875766163 9.49868570376e-05
1.876460892 1.36033274986e-06
1.877155877 0.000684895095427
 1.87785112  1.1402694191e-05
 1.87854662 3.15231165493e-06
1.879242378 5.79128340643e-05
1.879938394 1.23554573464e-05
1.880634668 2.80314676901e-06
1.881331199 8.35817172323e-05
1.882027988 3.68346971528e-07
1.882725036 1.88551415609e-06
1.883422341 5.01964817298e-07
1.884119905 0.000879679613864
1.884817727 1.42629720493e-06
1.885515808 9.84802759996e-07
1.886214147 2.18938460752e-06
1.886912745  0.00010011969836
1.887611602 1.15472604972e-06
1.888310717  1.6193230857e-05
1.889010091 5.19916112816e-06
1.889709725 2.77095981904e-06
1.890409617 0.000693258846656
1.891109769  6.7651983877e-07
 1.89181018  2.3336316249e-05
 1.89251085 0.000482917885028
 1.89321178 1.95006869333e-06
 1.89391297 0.000228286872109
1.894614419 7.98805264194e-06
1.895316128 4.36296067151e-06
1.896018097 8.49774841134e-07
1.896720326 5.28125604153e-05
1.897422815   4.108923572e-08
1.898125564 0.000269380899961
1.898828574 4.97889914024e-05
1.899531843 2.30194091119e-05
1.900235374  0.00117958732108
1.900939165 0.000172668234116
1.901643216 2.53045925071e-07
1.902347529 1.74107416879e-06
1.903052102 0.000720724787468
1.903756936 6.86783162637e-05
1.904462031 3.69613107191e-06
1.905167387 1.40657748726e-05
1.905873005 0.000523201907325
1.906578884 0.000205104811883
1.907285024 9.50311900862e-05
1.907991426  2.4325075332e-07
1.908698089 3.55163341394e-07
1.909405015 1.94881587397e-05
1.910112202 5.30638651251e-05
1.910819651 4.22757499821e-05
1.911527362 8.33762858301e-06
1.912235335 0.000170019035137
 1.91294357 2.76754459647e-06
1.913652068 0.000319338291315
1.914360828 7.03151405784e-06
 1.91506985 3.31048479006e-06
1.915779135  1.3506934625e-06
1.916488683 1.99012187101e-05
1.917198494 3.30508587594e-05
1.917908567 5.30855109242e-06
1.918618904  3.9906063395e-06
1.919329503 1.23277376513e-05
1.920040366 0.000217821012743
1.920751492 0.000110327909273
1.921462882 2.63388997296e-05
1.922174535 1.89745540996e-06
1.922886451 5.62109197664e-05
1.923598631 3.54686228633e-06
1.924311075 1.99177450309e-05
1.925023783 6.19260947414e-05
1.925736755 1.25197657596e-06
1.926449991 5.25056906208e-06
1.927163491 7.46596214274e-05
1.927877255 1.44337190303e-06
1.928591283 1.54263739064e-05
1.929305576 2.92583484304e-06
1.930020134 6.91837023909e-07
1.930734956 8.24007079367e-06
1.931450043   5.721279552e-06
1.932165395 1.09383814369e-05
1.932881012 5.91194131728e-06
1.933596894  8.6771466704e-06
1.934313041 2.21211768106e-05
1.935029453 6.24204442353e-06
1.935746131 1.39754844433e-06
1.936463074 3.60198691008e-06
1.937180282 3.66851363172e-06
1.937897756 1.90926741891e-06
1.938615496 1.68094191077e-06
1.939333502 2.08472841662e-05
1.940051774 7.64909130735e-06
1.940770312  1.2933333693e-05
1.941489115 1.20687246033e-05
1.942208185 3.20904063766e-06
1.942927522 1.45203687454e-06
1.943647125 3.22318034939e-05
1.944366994 5.62897941825e-06
 1.94508713 1.51023389472e-06
1.945807532 9.24494079711e-07
1.946528202 3.04074035236e-06
1.947249138 1.25825667127e-06
1.947970342 3.53317629259e-06
1.948691812  1.8618539026e-06
 1.94941355  3.3993882279e-07
1.950135555 4.23207985714e-07
1.950857827 3.28035194162e-05
1.951580367 4.52523967506e-07
1.952303175 5.41996167405e-06
 1.95302625 1.41341298746e-06
1.953749593 2.74774338858e-06
1.954473204 1.35836872483e-06
1.955197083 2.08561649483e-06
 1.95592123 1.42595773687e-06
1.956645645 1.24178452335e-06
1.957370329 2.53105701985e-05
1.958095281 3.16129255462e-07
1.958820501 3.83306496197e-06
 1.95954599 2.60226969911e-05
1.960271748  1.4064187364e-06
1.960997775 1.20861043692e-05
 1.96172407 6.64575603052e-07
1.962450635 3.45111045637e-06
1.963177468 1.01063749697e-05
1.963904571 2.54740885474e-06
1.964631943  4.6903962501e-06
1.965359585 9.50249966834e-06
1.966087495 5.98013555409e-06
1.966815676 8.24281214985e-06
1.967544126 4.03108128907e-05
1.968272846 6.19153020355e-06
1.969001836 1.27362759531e-07
1.969731096 1.64032047606e-06
1.970460626 1.87382354546e-05
1.971190427 6.74038961602e-07
1.971920497 7.92402238479e-06
1.972650838 2.51917886711e-06
1.973381449 1.81474717162e-05
1.974112331 8.43341653411e-06
1.974843484 7.77038904337e-06
1.975574908 4.84084668962e-06
1.976306602 5.13805938554e-07
1.977038567 1.25532762926e-07
1.977770804 7.13166767164e-06
1.978503312 1.99299098159e-06
1.979236091 1.67351671889e-06
1.979969141 7.87656733643e-06
1.980702463 2.04155359371e-06
1.981436056 6.82706829548e-06
1.982169922 2.11384958106e-05
1.982904059 9.55833358813e-07
1.983638468 6.84485338575e-07
1.984373149 1.32148447162e-06
1.985108102 9.22246846606e-07
1.985843327 8.63132210761e-06
1.986578824 9.87776905749e-07
1.987314594 9.10586103316e-07
1.988050637 4.08442672802e-06
1.988786952   6.532523771e-07
1.989523539 1.16468560207e-05
  1.9902604 5.77542851233e-06
1.990997534 1.12791683557e-06
 1.99173494 1.92680041919e-07
 1.99247262 9.01830014887e-07
1.993210572 1.18555741664e-05
1.993948799 6.39253923522e-06
1.994687298 4.35354659249e-06
1.995426071 2.50567317704e-06
1.996165118 1.99631139855e-06
1.996904438 1.63592562589e-06
1.997644033 8.65846612924e-06
1.998383901 1.91596118567e-06
1.999124043 4.09985109695e-07
1.999864459 2.38457779052e-07
 2.00060515 1.25540789845e-06
2.001346115  6.9457645645e-06
2.002087354 1.04635960527e-06
2.002828868 1.43658913092e-06
2.003570656 4.06494802027e-07
2.004312719 8.50132314184e-07
2.005055057 3.22907683808e-06
 2.00579767 3.92125808468e-06
2.006540558 5.51222738695e-07
2.007283722 5.22742960972e-07
 2.00802716 4.56020883752e-07
2.008770874 5.97510975773e-07
2.009514863 3.15732546584e-06
2.010259128 3.29093731663e-07
2.011003668 8.58032638886e-07
2.011748484 6.95659738691e-07
2.012493576 9.51341802844e-07
2.013238944 2.92664393929e-06
2.013984588 2.57422081644e-07
2.014730509 1.55902787674e-06
2.015476705 2.54566641493e-07
2.016223178 5.04461816413e-07
2.016969927 2.67531700202e-06
2.017716953 1.77754388715e-06
2.018464256 1.59421287222e-07
2.019211835 3.48068967826e-07
2.019959691 1.99277704578e-07
2.020707825 1.42617948216e-06
2.021456235 1.84549969109e-06
2.022204922 4.99608079724e-07
2.022953887  2.7690275205e-06
2.023703129 2.12801917062e-07
2.024452649  2.3960759584e-07
2.025202446 1.26603827714e-06
2.025952521 1.62921315876e-06
2.026702874 6.96617572534e-08
2.027453505 9.18596125167e-08
2.028204414 2.18959934082e-07
  2.0289556 1.52025120563e-07
2.029707065 2.35090244133e-06
2.030458809 7.67942678065e-07
2.031210831  2.7282051973e-07
2.031963131 2.25763149572e-07
 2.03271571  4.4483802052e-07
2.033468567  3.1281386119e-07
2.034221704 9.85182817424e-07
2.034975119 7.51291709535e-07
2.035728814 2.52289499483e-07
2.036482788  1.4592700429e-07
 2.03723704 1.22435127496e-07
2.037991573 3.46427264643e-07
2.038746384 4.14473197169e-07
2.039501476 5.07488368929e-07
2.040256846 1.51173944975e-07
2.041012497 1.29340561262e-07
2.041768428 4.96157565917e-08
2.042524638 3.49027680442e-07
2.043281129 1.47683802276e-07
  2.0440379 3.17341052961e-07
2.044794951 1.28521739408e-07
2.045552282 1.36249345546e-07
2.046309894 1.94179950899e-07
2.047067787 6.71038295113e-08
 2.04782596 6.11813434551e-08
2.048584414 9.14126323794e-08
2.049343149 2.59455804857e-07
2.050102165 6.28360188578e-08
2.050861462 1.58748137817e-07
 2.05162104 4.94934719188e-08
  2.0523809 8.86651545435e-08
2.053141041 7.51932614938e-08
2.053901464 5.72994898818e-08
2.054662168 2.68765270219e-08
2.055423154 6.85847853115e-08
2.056184422 5.74209207087e-08
2.056945972 2.38461181174e-08
2.057707803 7.09177726586e-08
2.058469917 3.21674740682e-08
2.059232314 3.75209614708e-08
2.059994992 2.28445016256e-08
2.060757953 2.33946035081e-08
2.061521197 4.66058371351e-08
2.062284723 7.71794865021e-08
2.063048533 2.10500859116e-08
2.063812625 2.12160167365e-08
   2.064577  1.3658845773e-08
2.065341658 6.93647391738e-09
2.066106599 8.75883036137e-09
2.066871824 4.19479814789e-08
2.067637332 8.18975575622e-09
2.068403124  3.0613581164e-08
2.069169199 7.82092916121e-10
2.069935558 2.65903642617e-10
2.070702201 5.49953361881e-08
2.071469127 1.15372591703e-08
2.072236338 1.90906348387e-08
2.073003833  2.8168155329e-08
2.073771612 2.12148921989e-08
2.074539676 7.55925896658e-10
2.075308024 1.14620529443e-08
2.076076656 7.23278548463e-09
2.076845574 1.05033802825e-08
2.077614776 3.71526569348e-09
2.078384263 1.64590207933e-08
2.079154035  1.0499717209e-08
2.079924092 7.24710695745e-09
2.080694434 3.27418223606e-09
2.081465062 2.62678637865e-09
2.082235975 2.96720921551e-09
2.083007173 3.05880012811e-09
2.083778657 7.36171731615e-10
2.084550427 3.38678433104e-09
2.085322483 1.61687733002e-09
2.086094824 4.80860417052e-09
2.086867452 1.37777477749e-12
2.087640366 2.75431418167e-09
2.088413566 1.25976628656e-09
2.089187053 5.78444781531e-10
2.089960826 2.66917559591e-10
2.090734885 2.76936869478e-09
2.091509231 1.22378579654e-09
2.092283865 1.72975066027e-09
2.093058784   1.238515818e-08
2.093833991 3.16687582077e-10
2.094609485 9.95312270894e-10
2.095385267 5.36366908979e-09
2.096161335 1.39798522932e-14
2.096937691 8.21341586169e-13
2.097714335 3.46025920924e-10
2.098491266 2.33852338172e-09
2.099268485 5.95521331947e-10
2.100045992 9.43487912169e-14
2.100823787 2.38815936655e-12
 2.10160187 2.92111149648e-10
2.102380241 2.43222938115e-12
  2.1031589 2.22454834499e-09
2.103937848 5.63047605428e-10
2.104717084 1.22644237523e-09
2.105496609 6.87126318846e-13
2.106276423 1.25805954295e-09
2.107056525 5.05828369859e-10
2.107836916 1.28275395827e-09
2.108617597 1.81420136066e-09
2.109398566 6.10304323199e-10
2.110179825 5.94748855941e-13
2.110961373 4.96216935087e-13
 2.11174321 1.42809663483e-09
2.112525338 3.43438601076e-09
2.113307754 1.98499775226e-12
2.114090461  3.3360029342e-13
2.114873457 3.41396832207e-10
2.115656744 4.18864700221e-13
 2.11644032 2.51717912575e-09
2.117224187 3.80438488685e-10
2.118008344 1.41186126203e-12
2.118792792 4.90356872387e-10
 2.11957753 2.95568143927e-12
2.120362559 1.33509227329e-09
2.121147878 1.48155442134e-11
2.121933488 1.91848012224e-09
 2.12271939 5.19880822668e-10
2.123505582 3.76125787683e-11
2.124292066 2.21473801379e-09
 2.12507884 1.07181663415e-10
2.125865907 6.73104828522e-11
2.126653264 1.64745838549e-09
2.127440914 2.65651888254e-10
2.128228855 1.74433247742e-09
2.129017088 1.98210524516e-09
2.129805613 8.46374980212e-12
 2.13059443 2.46054384838e-10
2.131383539   2.660928546e-09
 2.13217294 6.07541533336e-10
2.132962634 6.30641923104e-12
 2.13375262 2.95382015511e-09
2.134542899 2.19125032388e-09
 2.13533347 1.33749009069e-09
2.136124334 3.34879700507e-10
2.136915491 2.09014878053e-09
2.137706942 8.12000623489e-10
2.138498685 2.97542797401e-09
2.139290721 9.73581665994e-12
2.140083051 2.27063631182e-11
2.140875675 4.38546687934e-10
2.141668592 3.00136209883e-10
2.142461802 1.89326115695e-11
2.143255307 1.13693944281e-09
2.144049105 4.57623032326e-10
2.144843197  9.4216513568e-12
2.145637583 1.40817567294e-09
2.146432264 4.53511620591e-10
2.147227239 1.23469318709e-09
2.148022508 7.03936341541e-11
2.148818072 3.97153650911e-10
2.149613931  8.3617263346e-10
2.150410084 4.32006144096e-10
2.151206532 1.04011781581e-09
2.152003275 4.70295357453e-09
2.152800314 3.57570721786e-10
2.153597647 3.57739907006e-12
2.154395276 4.52680626622e-10
  2.1551932 2.14756094152e-10
 2.15599142 4.56173621943e-12
2.156789935 1.92832858041e-10
2.157588746 1.88199299027e-11
2.158387853 1.15580341466e-09
2.159187256 3.81191100231e-10
2.159986955 3.49606064561e-10
 2.16078695 2.21532988031e-09
2.161587242 1.40203965619e-09
2.162387829  2.7818934065e-09
2.163188714 3.04196386759e-08
2.163989895 1.42239584891e-09
2.164791373 1.59124493446e-10
2.165593147 1.11434689087e-11
2.166395219 3.72359061023e-13
2.167197587 8.85440863067e-10
2.168000253 3.08268652313e-09
2.168803216   1.621256444e-09
2.169606477 5.81074295684e-11
2.170410035 1.93477632108e-10
 2.17121389 1.22234963269e-08
2.172018043 2.07029358288e-09
2.172822495 2.44920155651e-08
2.173627244 2.80507990783e-09
2.174432291  4.2836528477e-08
2.175237636 3.47644371042e-08
 2.17604328 2.32992207049e-08
2.176849222 1.14882280629e-08
2.177655462 6.82036706952e-10
2.178462001 2.34019777134e-08
2.179268839 8.42024907537e-10
2.180075975 7.33360651983e-10
2.180883411 4.42832498385e-09
2.181691146 3.26891364763e-09
2.182499179 2.99206855943e-13
2.183307512 2.15720627234e-09
2.184116145 5.84073379577e-08
2.184925077 3.01747583906e-09
2.185734308 2.08487327284e-10
2.186543839 1.62298835419e-10
 2.18735367 1.42006058254e-09
2.188163801 7.46814166586e-09
2.188974232 5.23399251622e-09
2.189784964   4.995040244e-08
2.190595995 2.70239778998e-09
2.191407327 1.16143335284e-08
2.192218959 4.71649683023e-09
2.193030892 1.33595880327e-09
2.193843126 1.37675133328e-09
 2.19465566 2.73444580643e-09
2.195468496 8.79713427544e-08
2.196281632 4.77488267021e-09
 2.19709507 1.11432709254e-08
2.197908809 1.26591504575e-08
2.198722849 1.07173341897e-08
2.199537191 1.73847925086e-08
2.200351834 1.59584723958e-07
 2.20116678 1.34187430793e-07
2.201982027  1.5363215313e-08
2.202797575 8.19279179203e-09
2.203613426 1.49208139191e-08
2.204429579 2.97994229295e-09
2.205246035 1.13542594341e-08
2.206062793 3.07650674489e-08
2.206879853 1.38090548293e-08
2.207697216 2.61736467267e-08
2.208514882   8.642584394e-09
 2.20933285 1.72846948324e-08
2.210151121 4.48743348454e-08
2.210969696 2.41847967434e-08
2.211788574 2.50009775899e-07
2.212607755 1.08109511098e-08
2.213427239 7.26432598653e-08
2.214247027 1.40058960507e-07
2.215067118 7.87427189099e-08
2.215887513  6.7095122955e-08
2.216708213 2.60712156461e-07
2.217529216 2.51325308058e-08
2.218350523 1.23929591343e-07
2.219172134 2.23751605316e-07
 2.21999405 4.71566347803e-08
 2.22081627 1.11497057504e-07
2.221638794 5.73577413867e-07
2.222461623 8.22416044378e-08
2.223284757 3.68388007381e-07
2.224108196 6.45119534049e-08
 2.22493194 7.66624032258e-07
2.225755989  1.3052912497e-08
2.226580343 9.98057265037e-08
2.227405002 4.94723173916e-07
2.228229967 7.41464295169e-07
2.229055237  1.4273805842e-06
2.229880813 4.48622365391e-07
2.230706695 2.28217355566e-06
2.231532883  2.2549365101e-07
2.232359376 6.97602353483e-07
2.233186176 1.04451782629e-07
2.234013282 7.05543640259e-07
2.234840695 2.28147981567e-08
2.235668413 2.10904244166e-06
2.236496439 2.37688439046e-08
2.237324771 2.13167162224e-08
2.238153409 1.90279933539e-08
2.238982355 2.21390137604e-06
2.239811608 2.19073573214e-08
2.240641168 6.93460211761e-07
2.241471035 1.57562114089e-06
2.242301209 1.49402011122e-07
2.243131691 5.23258389033e-08
2.243962481 6.31806291245e-08
2.244793578 1.60285700913e-06
2.245624983 2.03996065499e-08
2.246456696 2.67178395913e-06
2.247288717 2.95406130046e-06
2.248121046 3.40404157649e-08
2.248953684 8.16576519058e-08
2.249786629 3.89278210121e-07
2.250619884 1.80075237255e-06
2.251453447 1.82518371389e-07
2.252287318 8.25545485784e-08
2.253121499 4.70458731718e-08
2.253955988 1.42607935747e-06
2.254790787 6.97308568038e-07
2.255625894 3.40338151188e-07
2.256461311 8.96647611078e-08
2.257297038 3.21089855778e-06
2.258133074 4.23706478433e-08
2.258969419 6.44598352462e-07
2.259806075 5.80528360608e-07
 2.26064304 1.01665126864e-07
2.261480315  9.8143367513e-07
  2.2623179 1.55652889133e-06
2.263155796 1.85446664154e-06
2.263994002 2.15097862817e-07
2.264832518 2.36842389849e-07
2.265671345 3.65987851996e-06
2.266510482 2.05634446092e-06
2.267349931 3.45506721952e-07
 2.26818969 1.19292940648e-07
 2.26902976 1.87817600312e-07
2.269870142 1.28337820468e-06
2.270710834 1.61080539722e-06
2.271551838 1.05251602146e-06
2.272393154 8.75414545596e-07
2.273234781 1.23803082326e-07
 2.27407672 8.19414652897e-07
 2.27491897 9.77879717677e-07
2.275761533 3.52152059349e-06
2.276604408 1.95851558496e-07
2.277447594 3.85251093836e-07
2.278291093 1.53147541743e-06
2.279134905 1.23806051514e-06
2.279979029 6.64481402285e-07
2.280823466 1.33307147316e-06
2.281668215  1.0641152513e-07
2.282513277 5.68163829455e-07
2.283358653 2.27538100506e-06
2.284204341 1.38803685078e-06
2.285050343 2.55853855213e-06
2.285896658 3.01156091417e-07
2.286743286 5.94856196145e-08
